,name,Fate,Founded,HeadQuarters,Type,TotalEmployees,CurStatus,Defunct
0,CACI International,,"July 1962 (Santa Monica, California)","Arlington, Virginia, United States",Public,"~20,000[2]",,
0,Neiman Marcus,,"September 10, 1907","Dallas, Texas, United States",Private,,,
0,URS Corporation,,1951 (1951),"Transamerica Pyramid
San Francisco, California, United States",Subsidiary," 56,000 (2012)",,
0,Aaron's,,1955,"Atlanta, Georgia, USA",Public,"12,400 (December 2014)[6]",,
0,Great Clips,,1982,"Bloomington, Minnesota, U.S.",Private,,,
0,Speedway LLC,,1959,"Enon, Ohio, United States",Subsidiary,Unknown,,
0,Bain & Company,,1973,"Boston, Massachusetts, U.S.",Incorporated partnership,"5,700",,
0,Cablevision Systems,,"1973 (as CableVision)
1989 (as Cablevision Systems Corporation)","Bethpage, New York, U.S.",Subsidiary,"13,656 (Sept 2015)[1]",,
0,Reynolds and Reynolds,,"Dayton, Ohio (1866)","Kettering, Ohio - Worldwide Headquarters",Private,"4,500",,
0,Harbor Freight Tools,,"1977; 39 years ago (1977)
Los Angeles, California, U.S.","Calabasas, California, U.S.",Private,"17,000",,
0,BJ's Wholesale Club,,1984; 32 years ago (1984)[1],"Westborough, MA, United States",Private," 25,500 (FY 2009)[1]",,
0,John Deere,,"Grand Detour, Illinois (1837 (1837))[1]","Moline, Illinois, United States",Public,"67,000 (2013)[2]",,
0,Waffle House,,"1955; 61 years ago (1955)
Atlanta, Georgia","near Norcross, Georgia, US",Private,,,
0,National Instruments,,1976,"Austin, Texas, U.S.",Public,"7,084 (December 2014)[2]",,
0,Books-A-Million,,"In 1917 in Florence, Alabama","Birmingham, Alabama, United States",Private,"5,500 (2008)[1]",,
0,Power Home Remodeling,,"Chester, Pennsylvania","Chester, Pennsylvania, United States",Private,"1,650+",,
0,Monsanto Company,,"1901; 115 years ago (1901)
St. Louis, Missouri, U.S.","Creve Coeur, Missouri, U.S.",Public," 25,500 (2015)[2]",,
0,Southern California Edison,,,"Rosemead, California, U.S.",Subsidiary,"13,599 (2013)[1]",,
0,Indiana University,,,,Public University system,,,
0,Nordstrom Rack,,1973 (1973),"Seattle, Washington, U.S.",Public,,,
0,Turner Broadcasting,,1970; 46 years ago (1970),"CNN Center, Atlanta, United States",Division of Time Warner,,,
0,ConAgra Foods,,"1919 as Nebraska Consolidated Mills[1]
1971 as ConAgra Foods","Chicago, Illinois, U.S.",Public,"26,100 (2012)[2]",,
0,General Dynamics Mission Systems,,1999,"Fairfax, Virginia, United States",Division,"13,000+ [2]",,
0,University of Houston,,,,State university,,,
0,Steak n Shake,,"February 1934; 82 years ago (1934-02)
Normal, Illinois, U.S.","Indianapolis, Indiana, U.S.",Subsidiary,"20,000",,
0,Banfield Pet Hospital,,"1955, Portland, Oregon","Vancouver, WA,
United States
45°32′11″N 122°34′48″W﻿ / ﻿45.536445°N 122.580020°W﻿ / 45.536445; -122.580020Coordinates: 45°32′11″N 122°34′48″W﻿ / ﻿45.536445°N 122.580020°W﻿ / 45.536445; -122.580020","Subsidiary of Mars, Incorporated","14,000 (2014)[2]",,
0,rue21,,1976; 40 years ago (1976),"Warrendale, Pennsylvania, United States",Private,"2,340",,
0,Cellular Sales,,1993,"Knoxville, Tennessee, U.S",Private,"4,500",,
0,Cornell University,,,,"Private/Statutory[2]
Land-grant
Sea-grant
Space-grant
Sun-grant",,,
0,The Art Institutes,,,,,,,
0,Nestlé Purina PetCare,,1894 as Robinson-Danforth Commission Company,"St. Louis, Missouri, United States",Subsidiary,,,
0,Applied Materials,,"Nov.10, 1967","Santa Clara, California, U.S.",Public,"~14,600 (October 2015)[2]",,
0,University of Pittsburgh,,,,State-related[1],,,
0,Pitney Bowes,,1920,"Stamford, Connecticut, U.S.",Public,"16,100 (2014)[1]",,
0,Boston Scientific,,1979,"Marlborough, Massachusetts, United States",Public,"24,000 (December 2011)[2]",,
0,MD Anderson Cancer Center,,1941,,,,,
0,Autodesk,,"1982; 34 years ago (1982)
Mill Valley, California, United States","San Rafael, California, United States",Public,"7,700 (2014)[3]",,
0,Grant Thornton,,1980,"London, United Kingdom",Global network of independent member firms,"42,204 (2015)",,
0,University of Wisconsin-Madison,,,,"Public university flagship
Land-grant university
Sea-grant university",,,
0,Boston University,,,,Private – Research,,,
0,Jamba Juice,,"San Luis Obispo, California (1990)","Emeryville, California, U.S.",Public,,,
0,Unilever,,1930; 86 years ago (1930) (by merger)[1],"Unilever N.V. Rotterdam, Netherlands
Unilever House, London
HU Ram NHY Mumbai","Dual-listed (Naamloze vennootschap/
Public limited company)","172,000 (2015)[3]",,
0,Gartner,,1979; 37 years ago (1979) by Gideon Gartner,"Stamford, Connecticut, U.S.A",Public company,"7,834 (2015)",,
0,Guitar Center,,1959,"Westlake Village, California",Private,"10,000",,
0,IHOP,,"July 7, 1958; 58 years ago (1958-07-07)[1][2]
Los Angeles, California, U.S.","Glendale, California, U.S.",Subsidiary,"32,300 (2007)[3]",,
0,Duke University,,,,Private,,,
0,Sysco,,1969,"1390 Enclave Parkway,
Houston, Texas, U.S.",Public,"47,000 (2009)",,
0,Northern Trust,,1889,"Chicago, Illinois, U.S.",Public,"14,100 (December 2011)[2]",,
0,Sitel,,1985 (1985),"Nashville, Tennessee, United States",Private,"61,100[1]",,
0,Protiviti,,New York City (March 1948 (1948-03)),"Menlo Park, CA, United States",Public,"16,100 (2015)",,
0,Lifetouch,,1936; 80 years ago (1936),"Eden Prairie, Minnesota",Private/Employee Owned,,,
0,Foot Locker,,"


September 12, 1974; 41 years ago (1974-09-12) (as Foot Locker)
Industry, Newburgh Industry, California, U.S.
1988 (1988) (as Javon Corporatio)
New York City, New York, U.S.


","112 West 34th Street, New York City, New York, United States",Public,"44,110",,
0,David's Bridal,,1950,"Conshohocken, Pennsylvania, United States",Private,,,
0,The Buckle,,1948,"Kearney, Nebraska, U.S.",Public,"2,800 (2015)",,
0,Windstream,,2006,"Little Rock, Arkansas, U.S.",Public,"14,500",,
0,DeVry University,,,,For-Profit,,,
0,Albertsons,,1939; 77 years ago (1939),"Boise, Idaho, U.S.",Private,"265,000 (2015)[3]",,
0,UC San Francisco,,,,Public,,,
0,Public Storage,,1972 (1972),"Glendale, California, US",Public,"5,300 (2015)[1]",,
0,Jewel-Osco,,"1899 (Chicago, Illinois, U.S.)","Itasca, Illinois, U.S.",Subsidiary,,,
0,U-Haul,,1945; 71 years ago (1945),"Phoenix, Arizona,
United States",Subsidiary,"18,000",,
0,Fred Meyer,,,"Portland, Oregon",Subsidiary,,,
0,InterContinental Hotels Group,,2003 April 15 (origins trace back to 1777),"Denham, Buckinghamshire, United Kingdom",Public,"7,311 (2015)[2]",,
0,US Foods,,1989,"Rosemont, Illinois, United States",Public,"25,000",,
0,GoDaddy,,1997,"Scottsdale, Arizona, United States",Public,"4,100 (2014) [2]",,
0,Geek Squad,,"June 16, 1994; 22 years ago (1994-06-16)","Richfield, Minnesota, U.S.",Subsidiary,"24,000+",,
0,Space Exploration Technologies,,June 2002; 14 years ago (2002-06),"Hawthorne, California, U.S.
33°55′15″N 118°19′40″W﻿ / ﻿33.9207°N 118.3278°W﻿ / 33.9207; -118.3278Coordinates: 33°55′15″N 118°19′40″W﻿ / ﻿33.9207°N 118.3278°W﻿ / 33.9207; -118.3278",Private,"""nearly 5,000""[1][2](February 2016)",,
0,Slalom Consulting,,2001,"Seattle, Washington, U.S.
Offices in Atlanta, Boston, Chicago, Dallas, Denver, Hartford, Houston, London (UK), Minneapolis, New York City, Phoenix, Portland, San Francisco, Seattle, Silicon Valley, Southern California, Toronto",LLC,2500-5000,,
0,QuikTrip,,"September 25, 1958","Tulsa, Oklahoma",Private,"19,920",,
0,Washington University in St. Louis,,,,Private,,,
0,UTC Aerospace Systems,,2012,"Charlotte, North Carolina, United States",Subsidiary,,,
0,Claire's Stores,,1961,"Hoffman Estates, Illinois, U.S.",,"17,600 (January 2009)",,
0,Memorial Sloan Kettering,,1884[1] (as New York Cancer Hospital),,,,,
0,GE Aviation,,1917[1],"Evendale, Ohio, United States[2]",Subsidiary,"26,800 (2007)[5]",,
0,Kimberly-Clark,,"Neenah, Wisconsin
(1872; 144 years ago (1872))","Irving, Texas, United States",Public,"43,000 (December 2014)",,
0,Covidien,Merged with Medtronic,2007,"Dublin, Ireland",,"39,000 (2014)",,2015
0,L'Oréal,,1909; 107 years ago (1909),"41, rue Martre, 92110 Clichy, France",Société Anonyme,"78,600 (2014)[2]",,
0,Parker Hannifin,,"1918, Cleveland, Ohio, USA","Mayfield Heights, Ohio, United States",Public,"57,447",,
0,West Corporation,,,"Omaha, Nebraska, USA",Public,"26,430 (2013) [3]",,
0,Carnegie Mellon University,,,,Private university,,,
0,Micron Technology,,"May 22, 1978; 38 years ago (May 22, 1978)","Boise, Idaho, United States.","Public
S&P 500 Component
NASDAQ-100 Component","30,000+ (2014)",,
0,Georgia-Pacific,,"Augusta, Georgia, U.S. (1927 (1927))","Atlanta, Georgia, U.S.",Subsidiary of Koch Industries,"40,000 (4Q 2010)",,
0,University of Illinois at Chicago,,,,"Public, Research, HSI",,,
0,TD Ameritrade,,"Omaha, Nebraska (1971)","Omaha, Nebraska, United States",Public company,"5,700 [1]",,
0,Michigan State University,,,,"


Flagship
Public
Land grant
Sea grant


",,,
0,Wachovia,Acquired by Wells Fargo,"June 16, 1879; 137 years ago (1879-06-16)","Charlotte, North Carolina",,,,"2008 (as an independent corporation)
2011 (as a brand)"
0,New York & Company,,1918,"330 West 34th Street
New York, New York",Public,,,
0,Universal Protection Service,,1965,"Santa Ana, California, United States",Private,,,
0,CH2M,,"Corvallis, Oregon (1946)
(as Cornell, Howland, Hayes, and Merryfield)","Meridian, Colorado, United States",Employee owned corporation[1],"26,000 (2013)[3]",,
0,Talbots,,"Hingham, Massachusetts (1947)","Hingham, Massachusetts, United States",Private,"9,000+",,
0,Chuck E. Cheese's,,"San Jose, California, United States (1977; 39 years ago (1977)) (Pizza Time Theatre, Inc.-Chapter 11 bankruptcy in 1984),[2] Kansas City, Missouri, U.S. (1980; 36 years ago (1980)) (ShowBiz Pizza Place, Inc.-bought Pizza Time Theatre Inc. in 1984, combined name to Showbiz Pizza Time Inc.) (Named Changed to CEC Entertainment in 1998)","Irving, Texas, United States[1]",Privately held company,,,
0,J.B. Hunt,,1961,"Lowell, Arkansas",Public[1],"19,324",,
0,Leidos,,"La Jolla, California (1969 (1969))
McLean, Virginia","Reston, Virginia, U.S.",Public,"19,000 [2]",,
0,Ecolab,,1923 (1923),"St. Paul, Minnesota, United States","Public
S&P 500 Component","47,000 (2014)",,
0,Navistar,,1902 (1902),"Lisle, Illinois, United States",Public,"16,500",,
0,TruGreen,,"Downers Grove, Illinois, USA 1929, incorporated 1947","Memphis, Tennessee, USA",Public,"13,000 (2015)",,
0,Fry's Electronics,,1985; 31 years ago (1985),"San Jose, California, U.S.",Private,"13,999 (2011)[1]",,
0,MAC Cosmetics,,"Toronto, Ontario, Canada (1984)","New York City, New York, United States",Subsidiary,,,
0,Union Pacific,,"Omaha, Nebraska, United States (1862 (1862))","Omaha, Nebraska, United States",Public,"42,884 (2010)[11]",,
0,North Carolina State University,,,,"Public
Land-grant
Sea-grant
Space-grant",,,
0,Nationstar Mortgage,,1994,"Dallas, Texas, USA",,"6,700 nationally",,
0,Cabela's,,"Chappell, Nebraska, U.S. (1961)","Sidney, Nebraska",Public,"19,300 (2014)",,
0,University of Arizona,,,,Public flagship research university,,,
0,In-N-Out Burger,,"October 22, 1948; 67 years ago (1948-10-22)
Baldwin Park, California, U.S.","Irvine, California",Private,,,
0,SRA International,,,"Falls Church, Virginia
(Fairfax mailing address)
United States",Public,"19,000+[2]",,
0,Tesla Motors,,July 2003; 13 years ago (2003-07),"Palo Alto, California, U.S.
37°23′39″N 122°09′00″W﻿ / ﻿37.394178°N 122.149866°W﻿ / 37.394178; -122.149866Coordinates: 37°23′39″N 122°09′00″W﻿ / ﻿37.394178°N 122.149866°W﻿ / 37.394178; -122.149866",Public,"13,058 (2015)[3]",,
0,LensCrafters,,1983,,,,,
0,Massachusetts General Hospital,,1811[3],,,,,
0,Gymboree,,1976,"San Francisco, California, US",Private,"9,500 (4,300 full-time equivalents)[3]",,
0,Sunrise Senior Living,,"1981; Arlington, VA","McLean, Virginia, United States of America",,,,
0,University of Utah,,,,"Public
Flagship
Space-grant",,,
0,WellPoint,,Anthem Insurance and WellPoint Health Networks merger in 2004,"Indianapolis, Indiana, United States",Public,"37,000+",,
0,MassMutual,,"Springfield, Massachusetts, USA (1851)","Springfield, Massachusetts, USA",Mutual company,,,
0,BAYADA Home Health Care,,"Philadelphia, Pennsylvania, United States (January 17, 1975 (1975-01-17))","Moorestown Township, New Jersey, United States",Private,"18,000+ (As of 2013[update])",,
0,ICF International,,1969,"Fairfax, Virginia",Public corporation,"More than 5,000 (2015)",,
0,Viacom,,"May 3, 1971; 45 years ago (1971-05-03) (originally)
December 31, 2005 (2005-12-31) (spin-off)","One Astor Plaza
Manhattan, New York City, New York, U.S.",Public subsidiary of National Amusements,"10,580 (2011)",,
0,P.F. Chang's,,"1993 (1993)
Scottsdale, Arizona, U.S.","7676 E. Pinnacle Peak Road
Scottsdale, Arizona, U.S. 85255",Private,,,
0,Men's Wearhouse,,1973,"Westchase, Houston, Texas",Public,,,
0,M&T Bank,,1856; 160 years ago (1856),"One M&T Plaza
Buffalo, New York
United States",Public,"17,476 (2015) [1]",,
0,American Apparel,,"1989 in Montreal, Canada","Los Angeles, California, U.S.",Public,"8,000 (September 2015)[1]",,
0,JetBlue,,August 1998 (1998-08),"Brewster Building, Long Island City, New York",,"18,000 [4]",,
0,Zimmer Biomet,,"Warsaw, Indiana, U.S. (1927)","Warsaw, Indiana, USA",,,,
0,Apollo Education Group,,1973,"Phoenix, Arizona, U.S.",Public,"44,000 (part and full-time) (August 2013)[1]",,
0,City Year,,1988,,,,,
0,Bayer,,1 August 1863; 153 years ago (1863-08-01)[1],"Leverkusen, Germany",Aktiengesellschaft,"116,800 (FTE, 2015)[2]",,
0,MITRE,,1958; 58 years ago (1958),"Bedford, MA and McLean, VA, United States",Not-for-profit corporation,"7,613[1]",,
0,UniFirst,,1936,"Wilmington, Massachusetts, United States",Public,"12,000",,
0,Denny's,,1953; 63 years ago (1953),"Spartanburg, South Carolina, U.S.",Public,,,
0,Tractor Supply,,1938,"Brentwood, Tennessee, United States",Public,"11,000 [4]",,
0,Dex Media,,2013,"Dallas, Texas, United States",Private,,,
0,Ryder System,,"1933 (1933) in Miami, United States","Miami, Florida",Public,,,
0,Freddie Mac,,1970; 46 years ago (1970),"Tysons Corner, Virginia, U.S.
(McLean mailing address)",Government-sponsored enterprise and public company,"4,957 (2014)[1]",,
0,Emory University,,,,Private,,,
0,Yale University,,,,Private,,,
0,Riverbed Technology,,"May 23, 2002","San Francisco, California, United States",Private,"2,556 (December, 2013)[1]",,
0,Interactive Intelligence,,1994,"Indianapolis, Indiana, USA",Public (NASDAQ: ININ),"Approx. 1,800 (2014)[2]",,
0,Circle K,,"El Paso, Texas (1951)","Tempe, Arizona, U.S.",Wholly owned subsidiary,,,
0,Huntington National Bank,,"1866,[1][2] P.W. Huntington[1][2]","Columbus, Ohio[1][2]",Public,"12,243 [1]",,
0,Home Instead Senior Care,,1994,"Omaha, Nebraska, US",Private,,,
0,University of Georgia,,,,"Public flagship university
Land-grant university
Regional Sun Grant university
National Sea Grant university",,,
0,George Washington University,,,,Private,,,
0,American Family Insurance,,1927,"Madison, Wisconsin, United States",Mutual,,,
0,Capital Group,,1931,"Los Angeles, California, United States",Private,"7,000+ (December 31, 2015)",,
0,Education Management Corporation,,1962 (1962),"Pittsburgh, Pennsylvania, United States",Public,"23,000[1]",,
0,Cinemark,,1984; 32 years ago (1984),"Plano, Texas",Public company,,,
0,Seagate Technology,,"1979; 37 years ago (1979)
(as Shugart Technology)","Cupertino, California, United States (operational), Dublin, Ireland (legal domicile)",Public limited company,"52,350 (2015)[1]",,
0,Banner Health,,1999,"Phoenix, Arizona, satellite administrative offices in Greeley, Colorado[1]",Non-profit organization,"39,000[1]",,
0,Tiffany & Co.,,"September 18, 1837; 178 years ago (1837-09-18) (as Tiffany, Young and Ellis)
1853 (1853) (as Tiffany & Company)","727 Fifth Avenue
New York City, New York, U.S. 10022",Public,"10,600 (2014)[4]",,
0,Netflix,,"August 29, 1997; 18 years ago (1997-08-29)[1]
Scotts Valley, California, U.S.","Los Gatos, California, United States",Public,"3,500 (2015)[2]",,
0,Ace Hardware,,"Chicago, Illinois, U.S. (1924 (1924))","Oak Brook, Illinois, U.S.",Retailers' cooperative,"~86,000 (2015)[1]",,
0,Teavana,,"In 1997 at Phipps Plaza in Atlanta, Georgia.","2987 Clairmont Road NE, Suite 300, Atlanta, Georgia 30329, United States",Subsidiary,5000+,,
0,Sally Beauty,,1964 (spin-off from Alberto-Culver),"Denton, Texas",Public (spin-off),,,
0,Enterprise Holdings,,February 1957; 59 years ago (1957-02) (as Executive Leasing),"Clayton, Missouri, U.S.",Private holding company,"93,000 (2015)",,
0,The World Bank,,,,International organization,,,
0,Acxiom,,"Conway, Arkansas (1969)","Little Rock, Arkansas, United States",Public,"4,320 (2015-03-31)",,
0,Ashford University,,,,For-profit (NYSE: BPI),,,
0,DialAmerica,,1957,"Mahwah, New Jersey, U.S.",Private,"5,000[1]",,
0,Pharmaceutical Product Development,,1985,"Wilmington, North Carolina, United States",Private,"16,000 (2016)",,
0,White House Black Market,,1985,"Fort Myers, Florida",Public,,,
0,St. Jude Medical,,"Saint Paul, Minnesota, 1976","Little Canada, Minnesota",Publicly traded,"18,000[2]",,
0,Cold Stone Creamery,,"Tempe, Arizona (1988)","Scottsdale, Arizona, US",Wholly owned subsidiary,,,
0,Mondelez International,,"2012 (2012)
Chicago, Illinois, United States","Deerfield, Illinois, United States",Public,,,
0,Regus,,"1989, Brussels, Belgium","Saint Helier, Jersey (Registered Office)
Luxembourg City, Luxembourg (Head Office)",Public,"8,700 (2015)[2]",,
0,Wayfair,,2002,"Boston, Massachusetts, USA",Public,,,
0,Avanade,,"April 4, 2000","Seattle, Washington",Private,"29,000",,
0,Sogeti,,2002 (as independent company),"Paris, France",,,,
0,Kronos Incorporated,,"October 31, 1977 (1977-10-31)","Chelmsford, Massachusetts, United States",Private,"4,500 (2016)",,
0,Estée Lauder Companies,,"New York City, New York, United States (1946)","General Motors Building
New York City, New York, United States",Public,"44,000",,
0,Five Guys Burgers & Fries,,"1986; 30 years ago (1986)
Arlington, Virginia, U.S.","Lorton, Virginia, U.S.",Private,,,
0,AutoNation,,1996; 20 years ago (1996),"Fort Lauderdale, Florida, United States",Public,,,
0,UC Irvine,,,,"Land-grant
Public research university",,,
0,Crate and Barrel,,"Chicago, Illinois, USA 1962 (1962)","Northbrook, Illinois, USA",Subsidiary,,,
0,Regis Corporation,,"Minneapolis, Minnesota, United States (1922)","Minneapolis, Minnesota, United States",Public,"50,000 stylists (2014)",,
